G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS,Name,3P,3PA,3P%,2P,2PA,2P%,eFG%,ORB,DRB
53.0,46.0,33.7,6.2,15.2,0.408,3.6,4.5,0.784,3.3,2.9,1.5,0.1,3.2,2.4,18.2,Ronnie Price,2.2,6.7,0.328,4.0,8.4,0.473,0.481,0.7,2.6
127,73,25.5,4.2,8.2,0.518,5.1,7.1,0.715,6.8,1.0,0.5,1.4,2.1,2.9,13.6,Ronny Turiaf,0.0,0.1,0.222,4.2,8.0,0.524,0.52,2.1,4.7
126,63,21.9,4.0,8.3,.479,2.2,3.0,.735,4.8,1.1,0.9,0.7,1.5,2.8,10.7,Roshown Mcleod,0.6,1.5,.383,3.4,6.8,.501,.515,1.8,3.8
136,121,23.3,4.2,7.0,0.603,2.4,3.5,0.68,5.9,1.3,0.4,1.9,1.5,2.5,10.9,Roy Hibbert,0.0,0.0,1.0,4.2,7.0,0.602,0.605,2.3,3.7
133,126,24.7,2.8,6.1,0.455,1.9,2.6,0.709,3.1,2.3,0.9,0.2,1.5,2.7,7.8,Royal Ivey,0.4,1.2,0.338,2.4,4.9,0.483,0.488,1.1,1.9
101,86,24.4,3.4,7.0,0.485,2.8,4.2,0.664,7.0,0.9,0.8,2.5,2.7,2.8,9.6,Ruben Boumtje-boumtje,0.0,0.0,0.0,3.4,7.0,0.487,0.485,2.8,4.5
50,40,25.1,5.5,10.6,0.515,3.3,5.4,0.603,5.9,1.7,1.1,0.4,2.7,2.2,14.8,Ruben Patterson,0.6,2.1,0.274,4.9,8.5,0.575,0.542,,
64,59,29.8,5.0,10.8,0.461,2.8,3.8,0.721,5.9,1.8,1.3,1.7,2.2,2.3,13.6,Rudy Gay,0.9,2.3,0.378,4.1,8.5,0.483,0.501,1.9,4.0
102,39,19.7,4.5,7.8,0.579,2.8,3.7,0.746,4.4,0.8,0.6,0.5,1.2,1.6,12.1,Rui Hachimura,0.2,0.7,0.316,4.3,7.1,0.607,0.594,1.1,3.3
75,35,21.9,3.1,6.6,0.464,1.7,2.4,0.685,2.4,2.5,1.0,0.1,1.6,1.7,8.3,Russell Westbrook,0.5,1.3,0.354,2.6,5.3,0.491,0.499,0.9,1.5
107,31,18.8,2.1,4.7,0.45,0.6,0.7,0.865,1.9,1.0,0.6,0.0,0.9,1.2,6.2,Rusty Larue,1.4,3.3,0.434,0.7,1.4,0.487,0.601,,
66,66,33.0,6.3,13.1,0.484,4.2,5.0,0.841,9.0,1.0,0.5,0.5,1.8,2.5,18.7,Ryan Anderson,1.8,4.7,0.396,4.5,8.5,0.532,0.554,2.7,6.3
144,142,31.9,3.4,8.5,0.397,2.6,3.2,0.8,2.3,3.7,1.2,0.0,1.8,2.0,11.1,Ryan Arcidiacono,1.8,5.1,0.358,1.6,3.5,0.453,0.503,0.3,2.0
120,83,24.0,3.3,5.8,0.575,2.3,3.4,0.673,6.7,1.0,1.7,1.0,1.4,2.1,9.1,Ryan Bowen,0.2,0.4,0.375,3.2,5.4,0.59,0.588,3.1,4.4
134,107,27.2,3.8,8.2,0.464,2.4,2.9,0.818,6.3,1.8,1.0,0.7,1.4,1.8,11.9,Ryan Broekhoff,1.9,4.6,0.408,1.9,3.6,0.536,0.578,1.4,4.9
116,115,35.1,6.8,13.0,0.519,4.2,5.3,0.789,8.9,2.3,1.6,0.4,2.3,2.1,18.4,Ryan Gomes,0.7,2.0,0.352,6.1,11.0,0.549,0.546,3.3,5.5
113,61,20.2,2.0,3.5,0.575,1.7,2.9,0.591,4.0,0.4,0.2,0.9,1.4,2.4,5.7,Ryan Hollins,0.0,0.0,1.0,2.0,3.5,0.574,0.577,1.6,2.5
123,114,28.8,5.3,10.6,.495,2.7,5.0,.536,8.4,1.3,0.9,2.3,2.2,2.9,13.3,Ryan Humphrey,0.1,0.2,.364,5.2,10.5,.497,.498,3.4,6.6
41,0,11.9,0.7,1.2,0.529,0.4,0.9,0.474,1.9,0.4,0.2,0.3,0.6,2.2,1.8,Ryan Kelly,0.0,0.0,0.0,0.7,1.2,0.54,0.529,0.7,1.2
129,117,29.8,4.8,10.1,0.471,3.0,3.5,0.87,2.2,2.0,0.8,0.1,2.0,2.2,15.2,Salim Stoudamire,2.7,5.8,0.458,2.1,4.3,0.488,0.602,0.4,1.8
66,66,35.5,6.7,13.9,0.478,3.4,4.6,0.734,4.4,4.4,2.3,0.3,2.9,3.3,18.3,Sam Cassell,1.6,4.5,0.366,5.0,9.5,0.531,0.537,,
113,81,27.9,4.4,9.0,0.493,2.0,2.8,0.695,5.0,1.3,0.6,0.5,1.0,1.2,12.1,Sam Dekker,1.3,3.6,0.348,3.2,5.3,0.591,0.563,1.6,3.4
112,31.0,36.0,6.9,13.4,0.512,4.0,5.3,0.763,6.3,1.3,1.1,0.8,1.9,2.8,17.7,Sam Mitchell,,,,,,,,,
135,21.0,33.0,5.8,10.1,0.576,4.2,5.2,0.796,8.6,1.2,0.9,1.8,1.9,2.6,15.9,Sam Perkins,0.3,0.8,0.429,5.9,11.0,0.579,0.581,,
143,78,25.5,5.0,10.1,0.498,2.4,3.4,0.692,5.0,1.0,0.8,0.8,1.9,1.7,13.2,Sam Young,0.8,2.3,0.356,4.2,7.8,0.539,0.538,1.8,3.2
50,29.0,29.5,5.5,9.7,0.57,3.2,5.6,0.568,7.3,1.2,0.7,2.4,1.9,2.3,14.3,Samaki Walker,0.0,0.1,0.286,5.5,9.6,0.574,0.572,,
70,70,27.1,4.8,8.8,0.549,3.8,5.5,0.689,5.9,1.1,0.6,1.2,2.3,2.8,13.5,Samardo Samuels,0.0,0.0,0.0,4.8,8.8,0.549,0.549,2.9,3.0
59,48,21.4,3.0,5.5,0.537,1.2,2.2,0.539,5.8,0.3,0.4,2.8,2.0,3.2,7.1,Samuel Dalembert,0.0,0.0,,3.0,5.5,0.537,0.537,1.9,3.9
120,67,19.2,2.6,6.0,0.437,1.3,1.8,0.733,1.8,2.3,0.8,0.1,1.6,1.7,7.7,Sarunas Jasikevicius,1.1,3.0,0.375,1.5,3.0,0.5,0.531,0.5,1.3
135,65,16.5,2.5,4.3,0.568,1.2,2.4,0.512,3.9,0.3,0.4,1.1,0.8,2.3,6.1,Sasha Kaun,0.0,0.0,,2.5,4.3,0.568,0.568,1.5,2.3
128,62,21.5,3.3,6.0,0.549,2.8,4.2,0.669,6.6,0.5,0.8,1.7,1.5,2.6,9.4,Scot Pollard,0.0,0.0,1.0,3.3,6.0,0.549,0.55,,
122.0,99.0,24.4,3.5,7.7,0.449,2.1,2.7,0.759,5.3,2.0,1.2,0.6,1.7,2.3,10.3,Scott Padgett,1.2,3.4,0.364,2.2,4.3,0.517,0.53,,
138,94,22.1,4.3,7.8,0.551,2.3,3.6,0.633,6.2,0.9,1.0,1.2,1.9,3.2,10.9,Scott Williams,0.0,0.1,0.235,4.3,7.7,0.556,0.553,,
133,133,33.8,6.7,13.2,0.512,4.7,5.9,0.793,6.1,3.4,0.8,0.3,2.8,1.8,19.2,Sean Elliott,1.4,3.2,0.428,5.6,10.3,0.531,0.552,,
140,104,30.8,5.1,12.1,0.419,3.0,3.8,0.78,4.3,2.0,1.2,0.2,1.7,1.3,15.3,Sean Kilpatrick,2.2,6.4,0.347,2.8,5.6,0.501,0.512,1.3,3.1
123,99,30.5,5.4,10.9,0.494,3.6,5.3,0.671,7.2,2.4,0.7,0.6,2.7,2.5,14.4,Sean Lampley,0.1,0.7,0.21,5.2,10.2,0.512,0.5,1.5,5.7
86,33,17.0,2.5,5.1,0.487,1.4,2.1,0.669,4.4,0.5,0.6,0.8,1.5,2.0,6.5,Sean Marks,0.1,0.3,0.4,2.4,4.8,0.493,0.499,,
77,75,27.8,5.7,11.2,0.513,4.3,6.0,0.717,10.0,1.5,1.3,1.2,2.4,2.4,15.8,Sean May,0.0,0.1,0.0,5.7,11.1,0.519,0.513,3.5,6.5
129,36.0,21.1,4.3,7.6,0.558,3.0,4.6,0.664,4.9,1.1,0.5,1.1,1.8,2.3,11.6,Sean Rooks,0.0,0.1,0.556,4.2,7.6,0.558,0.56,,
123,123,32.8,5.2,12.9,0.406,4.7,5.5,0.846,4.0,4.8,1.6,0.1,3.3,2.7,16.9,Sean Singletary,1.8,5.0,0.362,3.4,7.9,0.433,0.476,1.0,3.0
69,15,20.5,2.0,3.5,0.577,1.5,2.4,0.605,4.2,0.6,0.6,2.8,1.2,2.7,5.5,Sean Williams,0.0,0.0,,2.0,3.5,0.577,0.577,1.6,2.6
64,63,34.8,5.7,12.3,0.462,4.4,6.6,0.67,2.8,4.4,1.4,0.2,3.1,2.4,16.2,Semaj Christon,0.4,1.2,0.338,5.3,11.1,0.476,0.479,0.3,2.5
58,35,23.1,3.8,8.0,.479,3.2,4.1,.785,4.6,1.0,0.4,0.3,0.9,1.4,12.3,Semi Ojeleye,1.4,3.4,.415,2.4,4.6,.526,.567,1.6,3.1
141,120,30.9,4.8,11.2,.431,2.9,3.5,.827,2.8,2.1,1.2,0.2,1.6,1.8,14.9,Seth Curry,2.3,5.9,.394,2.5,5.4,.472,.534,0.6,2.2
32,30,30.8,6.3,14.3,0.443,4.0,5.6,0.711,5.2,0.8,0.7,0.1,1.6,1.7,17.9,Shabazz Muhammad,1.3,3.3,0.377,5.1,10.9,0.463,0.487,2.7,2.5
143,98,32.3,4.2,10.1,0.411,3.6,4.4,0.813,4.0,4.5,1.8,0.2,2.4,2.1,13.7,Shabazz Napier,1.8,4.8,0.375,2.3,5.3,0.444,0.501,0.7,3.3
37,24,33.7,4.9,10.2,0.485,3.9,4.7,0.817,4.1,5.1,1.6,0.5,2.7,1.7,14.4,Shai Gilgeous-alexander,0.6,1.5,0.404,4.3,8.6,0.5,0.516,0.9,3.2
134,67,23.8,3.4,7.6,0.455,2.2,2.6,0.849,2.5,3.0,0.7,0.0,2.0,1.2,10.8,Shammond Williams,1.7,4.3,0.403,1.7,3.2,0.523,0.57,,
118,89,26.7,4.9,9.9,0.498,2.6,4.1,0.634,5.0,2.7,1.8,0.3,2.9,2.5,12.9,Shandon Anderson,0.4,1.4,0.291,4.5,8.5,0.532,0.518,,
146,120,29.7,4.5,8.9,0.5,3.0,3.8,0.777,6.1,1.6,1.8,1.7,1.1,2.0,13.6,Shane Battier,1.7,4.1,0.416,2.8,4.9,0.57,0.594,2.4,4.4
68,54,31.3,3.8,8.6,0.438,2.2,2.7,0.808,3.2,3.6,1.8,0.1,2.1,1.6,11.2,Shane Larkin,1.5,4.0,0.375,2.3,4.6,0.491,0.524,0.5,2.7
97,89,28.0,4.3,9.4,0.457,2.5,3.0,0.831,3.4,1.9,1.3,0.1,2.0,1.9,12.2,Shannon Brown,1.1,3.1,0.364,3.2,6.3,0.503,0.518,1.0,2.4
133,133,30.2,3.9,8.7,0.444,3.2,4.9,0.645,4.5,3.5,1.8,0.4,2.3,2.3,11.1,Shaquille Harrison,0.2,1.2,0.216,3.6,7.5,0.479,0.458,0.9,3.6
28,28,34.7,7.4,14.2,0.518,6.1,8.9,0.683,8.4,1.0,1.9,1.3,3.1,2.1,21.1,Shareef Abdur-rahim,0.3,0.8,0.381,7.1,13.5,0.525,0.528,,
92,36,17.5,2.2,4.4,0.506,1.7,2.7,0.64,4.3,0.6,0.8,1.4,1.1,2.8,6.3,Shavlik Randolph,0.1,0.5,0.286,2.1,3.9,0.532,0.521,1.9,2.4
34,34,28.9,5.5,10.6,0.518,3.8,5.4,0.692,7.7,1.2,0.7,5.2,2.3,3.2,14.8,Shawn Bradley,0.0,0.0,1.0,5.5,10.6,0.517,0.519,2.3,5.4
114,50,16.6,2.3,4.0,0.569,0.9,1.4,0.626,2.2,0.1,0.1,0.5,0.8,2.0,5.4,Shawn Kemp,0.0,0.0,,2.3,4.0,0.569,0.569,1.0,1.2
29,28,32.9,7.6,14.4,0.529,2.8,3.8,0.73,9.3,1.2,2.5,1.9,1.4,2.1,18.7,Shawn Marion,0.7,2.3,0.299,6.9,12.1,0.573,0.553,,
36,34,27.3,4.3,10.4,0.416,3.2,4.0,0.786,6.2,1.9,1.4,1.4,2.3,2.9,13.2,Shawne Williams,1.3,4.3,0.312,3.0,6.1,0.489,0.48,1.7,4.4
113,28.0,25.0,4.3,8.1,0.537,1.8,3.2,0.562,6.5,0.8,0.9,0.6,1.4,3.1,10.5,Shawnelle Scott,0.0,0.0,0.0,4.3,8.0,0.539,0.537,,
114.0,74.0,22.6,3.6,7.1,0.515,2.4,3.2,0.76,6.5,0.7,0.5,1.1,1.3,2.1,9.8,Shayne Whittington,0.1,0.4,0.167,3.6,6.7,0.538,0.52,2.0,4.5
139,128,28.1,4.9,8.6,0.572,4.0,5.7,0.694,9.1,0.9,1.2,3.0,2.3,3.1,13.9,Shelden Williams,0.0,0.1,0.333,4.9,8.6,0.574,0.573,3.2,5.9
108,107,31.2,4.8,11.4,0.419,2.6,3.4,0.755,4.2,3.3,1.1,0.1,2.2,1.9,14.1,Shelvin Mack,2.0,5.6,0.357,2.8,5.8,0.48,0.507,0.8,3.4
138,110,29.6,5.8,10.7,0.538,2.9,4.1,0.695,2.2,7.0,1.7,0.1,3.0,1.7,14.9,Sherman Douglas,0.6,1.9,0.332,6.0,10.6,0.571,0.561,0.7,1.5
143,77,28.5,4.6,10.3,0.444,2.4,3.0,0.808,2.4,3.9,1.0,0.0,2.3,1.8,13.2,Sherron Collins,1.6,4.3,0.377,3.0,6.0,0.492,0.523,0.4,2.0
132,132,31.8,4.5,11.5,0.392,4.3,5.6,0.771,5.2,3.0,1.5,0.6,2.5,2.4,14.7,Sindarius Thornwell,1.4,4.0,0.339,3.2,7.5,0.42,0.451,1.6,3.6
36,18,15.8,2.7,5.3,0.516,1.1,1.7,0.661,3.1,0.3,0.3,1.6,0.9,3.0,6.6,Skal Labissiere,0.0,0.1,0.0,2.7,5.2,0.521,0.516,1.0,2.2
28,26,35.0,5.5,12.6,0.433,3.6,4.9,0.73,4.4,4.5,2.3,0.3,4.4,2.5,16.5,Smush Parker,2.0,6.2,0.328,3.4,6.4,0.536,0.514,1.3,3.1
139,129,29.0,3.5,7.3,0.481,2.5,3.3,0.745,5.6,2.2,0.9,0.4,2.1,2.4,10.3,Solomon Hill,0.8,2.2,0.375,2.7,5.1,0.528,0.538,1.8,3.8
59,56,31.2,3.7,7.3,0.505,2.5,3.6,0.693,8.0,1.0,0.6,2.6,2.7,3.4,9.8,Solomon Jones,0.0,0.0,0.0,3.7,7.2,0.507,0.505,2.6,5.4
69,66,31.2,5.2,11.0,0.473,1.6,2.1,0.767,4.6,2.3,1.3,0.3,2.7,2.0,13.3,Sonny Weems,1.3,3.7,0.366,3.8,7.3,0.527,0.534,1.6,3.0
119,59.0,34.1,5.9,12.6,0.468,4.5,6.1,0.748,4.8,5.5,2.4,0.3,3.1,2.7,16.9,Speedy Claxton,0.5,1.7,0.322,5.4,10.9,0.491,0.49,1.5,3.4
86,86,30.1,3.4,8.0,0.42,4.9,5.9,0.83,3.3,2.6,1.1,0.3,1.8,2.1,13.0,Spencer Dinwiddie,1.3,3.5,0.386,2.0,4.6,0.446,0.504,0.5,2.9
31,24,28.9,6.2,11.7,0.532,2.4,3.2,0.755,6.4,1.9,0.5,1.7,2.5,2.3,14.9,Spencer Hawes,0.0,0.1,0.333,6.2,11.6,0.533,0.533,2.0,4.4
145,75.0,29.5,5.2,9.4,0.555,2.8,4.1,0.677,6.9,3.0,1.9,0.9,2.2,2.6,13.9,Stacey Augmon,0.7,1.6,0.42,4.6,7.8,0.583,0.591,2.7,4.2
38,37,28.4,4.6,10.3,0.446,3.5,4.7,0.742,6.5,1.7,1.5,0.4,2.2,2.6,13.8,Stanley Johnson,1.1,3.1,0.371,3.4,7.2,0.478,0.501,2.0,4.5
104,103,32.6,8.4,17.9,0.467,4.6,5.3,0.876,4.5,3.7,2.1,0.3,3.0,2.4,25.3,Stephen Curry,4.0,9.7,0.412,4.4,8.3,0.53,0.578,0.8,3.8
119,33,15.6,2.1,4.6,.458,1.5,2.0,.747,2.5,1.2,0.5,0.1,1.3,1.5,6.2,Stephen Graham,0.5,1.3,.385,1.6,3.3,.487,.513,0.7,1.7
36,35,37.4,6.5,14.3,0.457,3.4,4.6,0.738,3.1,4.5,1.8,0.1,3.2,2.3,18.9,Stephon Marbury,2.4,6.6,0.37,4.1,7.7,0.533,0.543,,
32,0,4.5,0.6,1.4,0.435,0.3,0.5,0.533,0.8,0.4,0.1,0.0,0.3,0.7,1.7,Sterling Brown,0.2,0.5,0.353,0.4,0.9,0.483,0.5,0.3,0.4
138,136,31.3,2.7,6.8,0.401,1.5,2.0,0.771,3.4,7.0,1.7,0.3,3.3,2.1,8.3,Steve Blake,1.3,3.5,0.381,1.4,3.3,0.423,0.499,0.6,2.8
34,33,30.7,6.0,11.5,0.523,3.6,4.6,0.79,4.5,4.5,2.8,0.2,3.0,2.8,17.0,Steve Francis,1.3,3.4,0.388,4.7,8.1,0.58,0.58,1.7,2.9
129.0,71.0,32.1,4.3,7.8,0.548,1.7,2.1,0.815,2.2,3.4,1.0,0.1,1.3,1.1,11.2,Steve Kerr,3.0,5.2,0.573,1.0,1.9,0.541,0.604,,
113,55.0,30.1,4.7,10.9,0.43,3.3,3.8,0.867,3.1,4.5,1.3,0.1,3.1,1.8,14.9,Steve Nash,2.3,5.8,0.401,2.3,5.1,0.462,0.537,,
126,89,27.0,3.8,8.4,0.456,1.9,2.1,0.931,4.2,1.0,0.5,0.1,1.1,2.0,12.4,Steve Novak,2.8,6.1,0.461,1.0,2.3,0.443,0.622,1.0,3.2
32,32,23.4,3.1,5.5,0.571,1.0,2.2,0.443,6.3,0.6,0.7,2.0,1.1,1.6,7.2,Steven Adams,0.0,0.0,,3.1,5.5,0.571,0.571,2.8,3.5
63,53,24.6,4.0,6.8,0.586,1.9,3.2,0.6,4.7,0.4,0.2,2.0,1.6,2.2,9.9,Steven Hunter,0.0,0.0,0.0,4.0,6.8,0.589,0.586,2.0,2.7
107,106,35.9,6.6,14.3,0.463,3.9,4.9,0.794,8.1,1.7,1.2,0.7,3.3,2.9,18.1,Steven Smith,1.1,3.3,0.326,5.5,11.0,0.504,0.501,2.4,5.7
50,40,26.6,5.1,9.0,0.56,3.1,5.1,0.613,7.0,0.7,1.3,2.6,2.5,2.6,13.4,Stromile Swift,0.2,0.7,0.242,4.9,8.4,0.585,0.569,3.0,5.2
123,123,31.7,4.1,10.0,0.411,2.7,4.6,0.591,5.5,3.9,2.1,0.2,2.6,2.1,11.9,Sundiata Gaines,1.0,3.3,0.303,3.1,6.7,0.464,0.461,1.9,3.6
66,66,33.0,4.3,10.5,0.406,4.0,5.0,0.801,3.8,8.0,2.1,0.1,3.6,2.6,12.9,Tj Ford,0.3,1.5,0.228,3.9,9.0,0.436,0.422,0.7,3.2
35,35,29.9,6.7,10.9,0.617,2.1,3.0,0.679,8.2,2.4,0.6,1.1,1.5,2.5,16.3,Tj Leaf,0.8,1.7,0.466,5.9,9.2,0.644,0.652,2.2,6.0
139,137,31.8,4.0,8.1,.490,1.3,1.7,.749,3.9,5.4,2.3,0.2,2.0,1.9,10.2,Tj Mcconnell,1.0,2.6,.380,3.0,5.5,.542,.551,0.7,3.2
70,49,31.2,7.5,13.6,0.555,2.8,4.3,0.654,5.7,1.0,1.5,0.5,1.7,2.5,18.5,Tj Warren,0.6,2.0,0.315,6.9,11.5,0.598,0.579,2.7,3.0
105,104,32.7,4.8,8.2,0.58,2.9,4.6,0.629,8.5,1.4,0.7,2.4,2.5,3.1,12.4,Taj Gibson,0.0,0.0,,4.8,8.2,0.58,0.58,2.9,5.6
114,102,28.8,5.5,12.4,0.443,2.5,3.4,0.749,4.4,2.2,1.2,0.5,2.4,2.7,15.7,Tamar Slay,2.2,5.7,0.386,3.3,6.7,0.491,0.531,1.1,3.4
123,96,24.9,3.4,8.2,0.421,1.8,2.5,0.737,3.3,1.6,1.2,0.3,1.6,1.7,9.8,Tarence Kinsey,1.0,2.9,0.356,2.4,5.2,0.458,0.486,1.0,2.3
135.0,75.0,20.7,3.3,5.3,0.614,1.8,3.3,0.555,4.7,0.3,0.6,1.1,1.2,3.1,8.4,Tarik Black,0.0,0.0,0.0,3.3,5.3,0.614,0.614,2.0,2.7
87.0,52.0,23.4,4.9,10.4,0.477,3.2,4.4,0.726,5.4,1.3,1.0,0.6,2.2,2.7,13.6,Tariq Abdul-wahad,0.6,1.7,0.322,4.4,8.6,0.509,0.504,2.6,4.7
129,42,20.2,3.6,7.9,0.46,2.0,2.8,0.718,4.2,1.1,0.9,0.5,1.7,2.1,10.2,Taurean Prince,1.0,2.7,0.376,2.6,5.2,0.504,0.524,1.6,2.7
135,109,29.8,4.8,10.5,0.457,2.0,2.7,0.743,5.6,1.9,0.8,1.1,1.7,1.4,13.1,Tayshaun Prince,1.5,4.6,0.329,3.3,5.9,0.556,0.529,1.9,4.4
140,101,25.9,3.6,6.5,0.552,1.8,2.8,0.67,5.1,1.9,0.8,0.2,1.4,2.0,9.4,Terance Mann,0.4,1.2,0.327,3.2,5.4,0.601,0.581,1.9,3.2
121,82,24.3,4.5,10.2,0.445,2.0,2.7,0.717,4.9,2.1,1.2,0.6,2.0,2.6,12.5,Terence Davis,1.5,4.3,0.339,3.1,5.9,0.522,0.516,1.2,3.8
136,104,26.5,4.7,9.6,0.495,2.5,3.2,0.78,6.8,1.7,1.2,1.9,2.0,2.3,12.7,Terence Morris,0.7,2.2,0.338,4.0,7.4,0.542,0.534,2.3,4.5
134,89,26.4,3.3,7.5,0.44,2.1,2.6,0.815,3.8,1.5,1.3,0.2,2.1,2.9,9.8,Terrel Harris,1.1,3.1,0.366,2.1,4.3,0.494,0.517,1.1,2.8
57,28.0,38.2,8.1,16.8,0.484,4.5,5.5,0.81,3.6,5.5,2.0,0.1,3.6,2.1,22.2,Terrell Brandon,1.4,3.7,0.38,6.7,13.1,0.513,0.526,,
76,69,30.4,5.0,10.8,0.467,3.4,5.3,0.638,8.0,1.5,1.2,1.8,1.8,2.4,14.0,Terrence Jones,0.6,1.7,0.328,4.5,9.1,0.493,0.493,2.5,5.5
69,39,24.4,4.6,10.1,0.453,1.4,1.8,0.764,4.7,1.2,0.9,0.7,1.4,2.4,12.3,Terrence Ross,1.7,4.6,0.364,2.9,5.5,0.528,0.536,1.1,3.5
140,127,32.2,4.1,10.3,0.4,1.5,2.6,0.589,6.9,3.9,1.5,0.6,2.4,1.9,11.2,Terrence Williams,1.4,4.4,0.32,2.7,6.0,0.457,0.467,1.5,5.5
73,45,26.8,4.2,10.3,0.408,2.4,3.1,0.772,4.3,2.4,1.5,0.1,1.4,1.6,12.0,Terry Rozier,1.2,3.5,0.331,3.1,6.8,0.447,0.463,1.0,3.3
31,31,29.6,5.7,11.9,0.478,1.7,2.3,0.743,4.9,2.0,1.3,0.4,2.2,2.0,14.4,Thaddeus Young,1.3,3.0,0.419,4.5,8.9,0.498,0.531,2.3,2.5
122,58,21.7,2.1,4.9,0.427,1.6,2.2,0.746,4.4,3.4,0.8,0.3,1.5,1.7,6.2,Theo Pinson,0.4,1.5,0.257,1.7,3.5,0.499,0.465,1.2,3.2
111,76.0,26.4,3.8,6.9,0.547,2.7,4.4,0.608,5.9,0.7,0.6,3.8,1.9,2.9,10.3,Theo Ratliff,0.0,0.1,0.143,3.8,6.9,0.551,0.548,,
99,99,32.9,5.6,11.7,0.479,3.7,5.1,0.725,8.9,1.5,0.9,0.4,2.2,2.7,16.2,Theron Smith,1.2,3.2,0.37,4.4,8.5,0.521,0.53,2.9,6.0
69,69,25.3,4.4,7.5,0.592,3.0,4.1,0.718,6.2,1.2,0.6,1.2,2.0,2.9,12.2,Thomas Bryant,0.4,1.1,0.373,4.0,6.4,0.63,0.619,2.1,4.1
110,58.0,28.6,5.6,12.6,0.444,3.3,4.5,0.734,4.2,3.3,1.5,0.1,3.2,1.6,15.4,Tierre Brown,1.0,2.8,0.337,4.6,9.7,0.475,0.482,1.5,2.8
128,127,35.1,6.2,10.7,0.577,4.1,5.9,0.689,12.3,2.3,0.5,3.8,2.6,2.4,16.5,Tim Duncan,0.1,0.4,0.321,6.0,10.3,0.588,0.584,,
135,113,30.6,3.8,9.0,0.418,3.4,4.3,0.774,3.9,4.7,1.5,0.1,2.6,2.5,11.4,Tim Frazier,0.5,1.8,0.31,3.2,7.2,0.445,0.449,0.9,3.0
124,92.0,28.8,4.6,9.5,0.484,3.0,4.2,0.718,2.6,4.5,2.1,0.2,2.0,2.4,12.8,Tim Hardaway,0.7,2.0,0.352,4.8,9.5,0.511,0.514,0.9,2.6
115,85,29.3,5.9,12.4,0.476,2.9,4.5,0.644,7.4,0.7,1.1,1.9,2.7,1.9,14.9,Tim James,0.2,0.6,0.278,5.7,11.8,0.486,0.483,,
32,31,31.4,5.8,13.0,0.45,3.8,4.8,0.796,6.0,2.1,1.8,1.0,2.8,2.8,16.9,Tim Thomas,1.5,4.4,0.336,4.4,8.6,0.507,0.506,,
34,33,29.2,5.4,11.8,0.46,3.8,5.0,0.753,7.3,1.3,0.7,0.9,1.8,2.1,15.3,Tobias Harris,0.7,2.2,0.303,4.8,9.6,0.497,0.489,2.0,5.3
127,106,28.2,6.6,13.7,0.479,3.9,5.3,0.747,5.3,2.5,2.1,0.8,2.5,2.6,18.9,Todd Day,1.8,4.6,0.384,4.8,9.1,0.527,0.544,1.7,3.0
115,83.0,24.2,6.1,9.2,0.664,2.9,4.5,0.66,8.5,0.4,0.6,1.2,1.0,2.7,15.2,Todd Macculloch,0.0,0.0,,6.1,9.2,0.664,0.664,,
112,90,29.3,5.0,10.6,0.476,2.0,3.0,0.668,7.3,2.1,1.5,0.6,2.1,2.2,13.7,Tom Gugliotta,1.6,4.0,0.408,3.4,6.6,0.516,0.553,,
130,126,34.2,5.7,12.9,.442,3.6,4.4,.802,3.8,2.6,1.8,0.3,2.6,2.3,16.8,Toney Douglas,1.8,4.9,.376,3.8,8.0,.483,.513,0.8,3.0
67,62,31.4,5.5,11.5,0.477,3.5,5.2,0.682,5.5,2.9,2.0,0.8,2.8,2.9,15.3,Tony Allen,0.8,2.2,0.347,4.7,9.3,0.508,0.51,1.7,3.7
87,57.0,24.7,4.2,7.7,0.545,2.1,3.3,0.649,8.3,0.8,0.6,1.9,1.6,2.6,10.7,Tony Battie,0.1,0.4,0.278,4.1,7.3,0.56,0.553,,
38,0,14.6,2.7,4.7,0.573,1.7,2.8,0.619,5.1,0.6,0.3,0.6,0.7,1.8,7.1,Tony Bradley,0.0,0.0,,2.7,4.7,0.573,0.573,2.6,2.6
133,102,23.7,5.1,10.8,0.474,1.8,2.6,0.709,3.5,1.6,1.5,0.3,1.5,1.8,14.2,Tony Delk,2.1,5.4,0.397,3.0,5.5,0.549,0.572,1.2,3.3
112.0,83.0,26.2,4.7,8.9,0.523,2.7,4.3,0.643,6.4,0.5,0.5,0.9,1.7,2.7,12.1,Tony Massenburg,0.0,0.0,0.0,6.0,11.3,0.525,0.523,3.3,4.7
70,,11.1,0.9,2.7,0.333,0.3,0.6,0.455,1.5,0.5,0.2,0.1,1.0,0.9,2.4,Tony Mitchell,0.3,1.2,0.274,0.6,1.5,0.38,0.393,0.6,1.0
136,69,18.3,3.4,6.0,0.555,1.6,3.1,0.516,5.1,0.3,0.4,0.7,1.2,2.8,8.3,Tony Parker,0.0,0.0,,3.4,6.0,0.555,0.555,2.0,3.1
104,76,24.8,3.0,7.1,0.421,1.6,1.9,0.821,2.4,2.0,0.5,0.3,1.5,1.2,9.2,Tony Snell,1.6,4.2,0.38,1.4,2.9,0.48,0.533,0.4,2.0
